-25,-5,11,-9,26,11,11,-16,-13,-16,7,-12,13,11,-10,
-25,-5,12,-9,26,11,11,-16,-14,-16,7,-12,13,11,-10,
-11,12,-3,1,-1,0,-2,0,2,0,-1,0,0,1,0,
-11,13,-4,1,-1,0,-2,0,2,0,-1,0,0,1,0,
-4,2,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,
-6,2,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-2,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,
-2,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,
-3,-1,0,-2,0,0,0,0,0,0,0,0,0,0,0,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
-1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,
-2,4,0,0,0,0,0,0,-1,0,-1,0,0,0,0,
-3,4,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,
0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,-1,0,-1,0,0,0,0,-1,-1,0,0,0,0,
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
-1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-1,1,0,0,0,0,0,1,0,0,0,0,-1,0,0,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,0,0,-1,0,1,0,0,0,0,0,0,0,0,
-5,4,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,
-6,5,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,
-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
-4,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,
-3,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,
-4,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-2,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,
-4,5,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,
-4,7,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,
-2,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,
-2,1,1,0,-1,0,0,0,0,0,1,0,0,0,0,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
-1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
-1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,
-2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,
-6,-2,6,4,4,-6,-3,-5,-4,4,4,4,-3,-3,2,
-6,-2,6,4,4,-6,-4,-6,-4,4,4,4,-3,-3,2,
-3,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,
-4,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-2,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,
0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
-1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,
0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,
0,1,1,0,0,0,0,0,0,0,0,-1,0,-1,0,
-1,0,0,1,0,-1,0,0,0,0,0,0,1,0,0,
-1,1,0,1,0,-1,0,0,-1,0,0,0,1,0,0,
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,
0,0,1,-1,-1,0,-1,0,0,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
0,-1,1,0,0,-1,0,0,0,0,0,0,0,-1,0,
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,
-2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,
-2,3,1,0,0,0,0,0,0,-1,0,1,0,0,0,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2,0,0,0,0,0,0,0,-1,1,0,0,0,0,
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-2,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,
0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,
-1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,
-8,-7,8,3,4,-4,-2,-4,-1,2,0,1,-1,1,0,
-8,-7,8,4,5,-4,-2,-4,-1,2,0,1,-1,1,0,
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,
